inv	block	chrom	pos	region	id	cluster
38	3:198500000	3	198500000	Brazil	3_Brazil_38	3
38	3:1.96e+08	3	1.96e+08	Brazil	3_Brazil_38	3
38	3:1.98e+08	3	1.98e+08	Brazil	3_Brazil_38	3
38	3:2.03e+08	3	2.03e+08	Brazil	3_Brazil_38	3
38	3:2.09e+08	3	2.09e+08	Brazil	3_Brazil_38	3
38	3:201500000	3	201500000	Brazil	3_Brazil_38	3
38	3:202500000	3	202500000	Brazil	3_Brazil_38	3
27	3:202500000	3	202500000	Brazil	3_Brazil_27	3
27	3:201500000	3	201500000	Brazil	3_Brazil_27	3
27	3:1.96e+08	3	1.96e+08	Brazil	3_Brazil_27	3
27	3:2.03e+08	3	2.03e+08	Brazil	3_Brazil_27	3
27	3:2.09e+08	3	2.09e+08	Brazil	3_Brazil_27	3
123	3:4.09e+08	3	4.09e+08	BurkinaFaso	3_BurkinaFaso_123	5
123	3:4.05e+08	3	4.05e+08	BurkinaFaso	3_BurkinaFaso_123	5
123	3:409500000	3	409500000	BurkinaFaso	3_BurkinaFaso_123	5
123	3:4.07e+08	3	4.07e+08	BurkinaFaso	3_BurkinaFaso_123	5
123	3:4.08e+08	3	4.08e+08	BurkinaFaso	3_BurkinaFaso_123	5
123	3:404500000	3	404500000	BurkinaFaso	3_BurkinaFaso_123	5
123	3:407500000	3	407500000	BurkinaFaso	3_BurkinaFaso_123	5
123	3:408500000	3	408500000	BurkinaFaso	3_BurkinaFaso_123	5
61	3:1.97e+08	3	1.97e+08	Gabon	3_Gabon_61	3
61	3:196500000	3	196500000	Gabon	3_Gabon_61	3
61	3:1.98e+08	3	1.98e+08	Gabon	3_Gabon_61	3
61	3:198500000	3	198500000	Gabon	3_Gabon_61	3
61	3:1.99e+08	3	1.99e+08	Gabon	3_Gabon_61	3
61	3:199500000	3	199500000	Gabon	3_Gabon_61	3
61	3:197500000	3	197500000	Gabon	3_Gabon_61	3
97	3:4.07e+08	3	4.07e+08	Ghana	3_Ghana_97	5
97	3:4.08e+08	3	4.08e+08	Ghana	3_Ghana_97	5
97	3:4.09e+08	3	4.09e+08	Ghana	3_Ghana_97	5
97	3:4.05e+08	3	4.05e+08	Ghana	3_Ghana_97	5
97	3:407500000	3	407500000	Ghana	3_Ghana_97	5
97	3:408500000	3	408500000	Ghana	3_Ghana_97	5
97	3:409500000	3	409500000	Ghana	3_Ghana_97	5
97	3:404500000	3	404500000	Ghana	3_Ghana_97	5
335	3:2.53e+08	3	2.53e+08	Kenya	3_Kenya_335	4
335	3:2.57e+08	3	2.57e+08	Kenya	3_Kenya_335	4
335	3:252500000	3	252500000	Kenya	3_Kenya_335	4
335	3:256500000	3	256500000	Kenya	3_Kenya_335	4
335	3:2.56e+08	3	2.56e+08	Kenya	3_Kenya_335	4
335	3:2.48e+08	3	2.48e+08	Kenya	3_Kenya_335	4
335	3:2.55e+08	3	2.55e+08	Kenya	3_Kenya_335	4
335	3:255500000	3	255500000	Kenya	3_Kenya_335	4
335	3:253500000	3	253500000	Kenya	3_Kenya_335	4
335	3:2.54e+08	3	2.54e+08	Kenya	3_Kenya_335	4
335	3:254500000	3	254500000	Kenya	3_Kenya_335	4
96	3:1.99e+08	3	1.99e+08	Kenya	3_Kenya_96	3
96	3:2.01e+08	3	2.01e+08	Kenya	3_Kenya_96	3
96	3:198500000	3	198500000	Kenya	3_Kenya_96	3
96	3:201500000	3	201500000	Kenya	3_Kenya_96	3
96	3:2e+08	3	2e+08	Kenya	3_Kenya_96	3
96	3:1.98e+08	3	1.98e+08	Kenya	3_Kenya_96	3
96	3:1.96e+08	3	1.96e+08	Kenya	3_Kenya_96	3
