20385420	0	0
32622399	0.476343058	5.829
41183169	0.349734895	8.823
44294506	0.962608679	11.818
45330426	2.760830952	14.678
47123282	1.59522014	17.538
51877233	0.601604855	20.398
58371627	0.44053379	23.259
59264370	3.203609549	26.119
80269767	0.136155484	28.979
198099767	0.036085886	33.231
272890954	0.062694553	37.92
287575752	0.194759233	40.78
293916070	0.451239197	43.641
296313427	1.192980436	46.501
325113045	0.398755289	57.985
369992607	0.064283159	60.87
374571781	0.624566789	63.73
381686614	0.40211766	66.591
404423925	0.886604401	86.75
408384840	0.421998452	88.4215
