cluster	block	chrom	pos	si	au	bp	se.si	se.au	se.bp	v	c	pchi	meandist	lowdist
101	1:2.15e+08	1	2.15e+08	0.927925403335754	0.976206257441462	0.864748868407707	0.0124911067042273	0.00522550041212768	0.00374567651540198	-1.54147020982712	0.439563573505978	0.72597287054689	0.409466449810082	TRUE
101	1:216500000	1	216500000	0.927925403335754	0.976206257441462	0.864748868407707	0.0124911067042273	0.00522550041212768	0.00374567651540198	-1.54147020982712	0.439563573505978	0.72597287054689	0.409466449810082	TRUE
101	1:215500000	1	215500000	0.927925403335754	0.976206257441462	0.864748868407707	0.0124911067042273	0.00522550041212768	0.00374567651540198	-1.54147020982712	0.439563573505978	0.72597287054689	0.409466449810082	TRUE
101	1:2.17e+08	1	2.17e+08	0.927925403335754	0.976206257441462	0.864748868407707	0.0124911067042273	0.00522550041212768	0.00374567651540198	-1.54147020982712	0.439563573505978	0.72597287054689	0.409466449810082	TRUE
101	1:2.16e+08	1	2.16e+08	0.927925403335754	0.976206257441462	0.864748868407707	0.0124911067042273	0.00522550041212768	0.00374567651540198	-1.54147020982712	0.439563573505978	0.72597287054689	0.409466449810082	TRUE
101	1:217500000	1	217500000	0.927925403335754	0.976206257441462	0.864748868407707	0.0124911067042273	0.00522550041212768	0.00374567651540198	-1.54147020982712	0.439563573505978	0.72597287054689	0.409466449810082	TRUE
101	1:2.18e+08	1	2.18e+08	0.927925403335754	0.976206257441462	0.864748868407707	0.0124911067042273	0.00522550041212768	0.00374567651540198	-1.54147020982712	0.439563573505978	0.72597287054689	0.409466449810082	TRUE
13	1:1.58e+08	1	1.58e+08	0.817786441239586	0.96030106763529	0.577451843226682	0.0218712860636987	0.00675008868241852	0.00520700481955032	-0.974784729690907	0.779405803996466	0.475769816463711	0.246212102735137	TRUE
13	1:1.59e+08	1	1.59e+08	0.817786441239586	0.96030106763529	0.577451843226682	0.0218712860636987	0.00675008868241852	0.00520700481955032	-0.974784729690907	0.779405803996466	0.475769816463711	0.246212102735137	TRUE
13	1:157500000	1	157500000	0.817786441239586	0.96030106763529	0.577451843226682	0.0218712860636987	0.00675008868241852	0.00520700481955032	-0.974784729690907	0.779405803996466	0.475769816463711	0.246212102735137	TRUE
13	1:1.6e+08	1	1.6e+08	0.817786441239586	0.96030106763529	0.577451843226682	0.0218712860636987	0.00675008868241852	0.00520700481955032	-0.974784729690907	0.779405803996466	0.475769816463711	0.246212102735137	TRUE
13	1:1.56e+08	1	1.56e+08	0.817786441239586	0.96030106763529	0.577451843226682	0.0218712860636987	0.00675008868241852	0.00520700481955032	-0.974784729690907	0.779405803996466	0.475769816463711	0.246212102735137	TRUE
13	1:158500000	1	158500000	0.817786441239586	0.96030106763529	0.577451843226682	0.0218712860636987	0.00675008868241852	0.00520700481955032	-0.974784729690907	0.779405803996466	0.475769816463711	0.246212102735137	TRUE
13	1:1.57e+08	1	1.57e+08	0.817786441239586	0.96030106763529	0.577451843226682	0.0218712860636987	0.00675008868241852	0.00520700481955032	-0.974784729690907	0.779405803996466	0.475769816463711	0.246212102735137	TRUE
13	1:155500000	1	155500000	0.817786441239586	0.96030106763529	0.577451843226682	0.0218712860636987	0.00675008868241852	0.00520700481955032	-0.974784729690907	0.779405803996466	0.475769816463711	0.246212102735137	TRUE
157	1:1.04e+08	1	1.04e+08	0.948720521171058	0.992749732728486	0.616539288417244	0.00841364807594579	0.00162450030577608	0.00520239542602807	-1.37051145951196	1.074107265975	0.0497345340224349	0.604049951326394	FALSE
157	1:106500000	1	106500000	0.948720521171058	0.992749732728486	0.616539288417244	0.00841364807594579	0.00162450030577608	0.00520239542602807	-1.37051145951196	1.074107265975	0.0497345340224349	0.604049951326394	FALSE
157	1:1.05e+08	1	1.05e+08	0.948720521171058	0.992749732728486	0.616539288417244	0.00841364807594579	0.00162450030577608	0.00520239542602807	-1.37051145951196	1.074107265975	0.0497345340224349	0.604049951326394	FALSE
157	1:1.06e+08	1	1.06e+08	0.948720521171058	0.992749732728486	0.616539288417244	0.00841364807594579	0.00162450030577608	0.00520239542602807	-1.37051145951196	1.074107265975	0.0497345340224349	0.604049951326394	FALSE
157	1:107500000	1	107500000	0.948720521171058	0.992749732728486	0.616539288417244	0.00841364807594579	0.00162450030577608	0.00520239542602807	-1.37051145951196	1.074107265975	0.0497345340224349	0.604049951326394	FALSE
157	1:108500000	1	108500000	0.948720521171058	0.992749732728486	0.616539288417244	0.00841364807594579	0.00162450030577608	0.00520239542602807	-1.37051145951196	1.074107265975	0.0497345340224349	0.604049951326394	FALSE
157	1:105500000	1	105500000	0.948720521171058	0.992749732728486	0.616539288417244	0.00841364807594579	0.00162450030577608	0.00520239542602807	-1.37051145951196	1.074107265975	0.0497345340224349	0.604049951326394	FALSE
157	1:1.07e+08	1	1.07e+08	0.948720521171058	0.992749732728486	0.616539288417244	0.00841364807594579	0.00162450030577608	0.00520239542602807	-1.37051145951196	1.074107265975	0.0497345340224349	0.604049951326394	FALSE
157	1:1.08e+08	1	1.08e+08	0.948720521171058	0.992749732728486	0.616539288417244	0.00841364807594579	0.00162450030577608	0.00520239542602807	-1.37051145951196	1.074107265975	0.0497345340224349	0.604049951326394	FALSE
171	1:6.2e+07	1	6.2e+07	0.567255842402872	0.97017221647929	0.139109571211709	0.0627513968019546	0.00742168187313547	0.00360264693776755	-0.399501059402819	1.48382962877312	0.070430660762776	0.50010315705611	TRUE
171	1:2.68e+08	1	2.68e+08	0.567255842402872	0.97017221647929	0.139109571211709	0.0627513968019546	0.00742168187313547	0.00360264693776755	-0.399501059402819	1.48382962877312	0.070430660762776	0.50010315705611	TRUE
171	1:275500000	1	275500000	0.567255842402872	0.97017221647929	0.139109571211709	0.0627513968019546	0.00742168187313547	0.00360264693776755	-0.399501059402819	1.48382962877312	0.070430660762776	0.50010315705611	TRUE
171	1:299500000	1	299500000	0.567255842402872	0.97017221647929	0.139109571211709	0.0627513968019546	0.00742168187313547	0.00360264693776755	-0.399501059402819	1.48382962877312	0.070430660762776	0.50010315705611	TRUE
171	1:276500000	1	276500000	0.567255842402872	0.97017221647929	0.139109571211709	0.0627513968019546	0.00742168187313547	0.00360264693776755	-0.399501059402819	1.48382962877312	0.070430660762776	0.50010315705611	TRUE
171	1:269500000	1	269500000	0.567255842402872	0.97017221647929	0.139109571211709	0.0627513968019546	0.00742168187313547	0.00360264693776755	-0.399501059402819	1.48382962877312	0.070430660762776	0.50010315705611	TRUE
171	1:2.6e+08	1	2.6e+08	0.567255842402872	0.97017221647929	0.139109571211709	0.0627513968019546	0.00742168187313547	0.00360264693776755	-0.399501059402819	1.48382962877312	0.070430660762776	0.50010315705611	TRUE
171	1:260500000	1	260500000	0.567255842402872	0.97017221647929	0.139109571211709	0.0627513968019546	0.00742168187313547	0.00360264693776755	-0.399501059402819	1.48382962877312	0.070430660762776	0.50010315705611	TRUE
171	1:300500000	1	300500000	0.567255842402872	0.97017221647929	0.139109571211709	0.0627513968019546	0.00742168187313547	0.00360264693776755	-0.399501059402819	1.48382962877312	0.070430660762776	0.50010315705611	TRUE
192	1:23500000	1	23500000	0.899650139731369	0.958699786999702	0.901255195484467	0.0173658296464205	0.00892630327195872	0.00327601159184283	-1.51226493913457	0.223528152910949	0.170681839538859	0.413956755221568	TRUE
192	1:2.8e+07	1	2.8e+07	0.899650139731369	0.958699786999702	0.901255195484467	0.0173658296464205	0.00892630327195872	0.00327601159184283	-1.51226493913457	0.223528152910949	0.170681839538859	0.413956755221568	TRUE
192	1:2.9e+07	1	2.9e+07	0.899650139731369	0.958699786999702	0.901255195484467	0.0173658296464205	0.00892630327195872	0.00327601159184283	-1.51226493913457	0.223528152910949	0.170681839538859	0.413956755221568	TRUE
192	1:2.4e+07	1	2.4e+07	0.899650139731369	0.958699786999702	0.901255195484467	0.0173658296464205	0.00892630327195872	0.00327601159184283	-1.51226493913457	0.223528152910949	0.170681839538859	0.413956755221568	TRUE
192	1:26500000	1	26500000	0.899650139731369	0.958699786999702	0.901255195484467	0.0173658296464205	0.00892630327195872	0.00327601159184283	-1.51226493913457	0.223528152910949	0.170681839538859	0.413956755221568	TRUE
192	1:27500000	1	27500000	0.899650139731369	0.958699786999702	0.901255195484467	0.0173658296464205	0.00892630327195872	0.00327601159184283	-1.51226493913457	0.223528152910949	0.170681839538859	0.413956755221568	TRUE
192	1:28500000	1	28500000	0.899650139731369	0.958699786999702	0.901255195484467	0.0173658296464205	0.00892630327195872	0.00327601159184283	-1.51226493913457	0.223528152910949	0.170681839538859	0.413956755221568	TRUE
192	1:29500000	1	29500000	0.899650139731369	0.958699786999702	0.901255195484467	0.0173658296464205	0.00892630327195872	0.00327601159184283	-1.51226493913457	0.223528152910949	0.170681839538859	0.413956755221568	TRUE
192	1:2.5e+07	1	2.5e+07	0.899650139731369	0.958699786999702	0.901255195484467	0.0173658296464205	0.00892630327195872	0.00327601159184283	-1.51226493913457	0.223528152910949	0.170681839538859	0.413956755221568	TRUE
192	1:24500000	1	24500000	0.899650139731369	0.958699786999702	0.901255195484467	0.0173658296464205	0.00892630327195872	0.00327601159184283	-1.51226493913457	0.223528152910949	0.170681839538859	0.413956755221568	TRUE
192	1:2.7e+07	1	2.7e+07	0.899650139731369	0.958699786999702	0.901255195484467	0.0173658296464205	0.00892630327195872	0.00327601159184283	-1.51226493913457	0.223528152910949	0.170681839538859	0.413956755221568	TRUE
192	1:25500000	1	25500000	0.899650139731369	0.958699786999702	0.901255195484467	0.0173658296464205	0.00892630327195872	0.00327601159184283	-1.51226493913457	0.223528152910949	0.170681839538859	0.413956755221568	TRUE
205	1:1.48e+08	1	1.48e+08	0.954310929265641	0.982496922079566	0.934929046591548	0.0104737724834101	0.00488568368193695	0.00278420003517716	-1.81091485652425	0.297372327520656	0.154094806321274	0.505395743206465	TRUE
205	1:1.49e+08	1	1.49e+08	0.954310929265641	0.982496922079566	0.934929046591548	0.0104737724834101	0.00488568368193695	0.00278420003517716	-1.81091485652425	0.297372327520656	0.154094806321274	0.505395743206465	TRUE
205	1:1.51e+08	1	1.51e+08	0.954310929265641	0.982496922079566	0.934929046591548	0.0104737724834101	0.00488568368193695	0.00278420003517716	-1.81091485652425	0.297372327520656	0.154094806321274	0.505395743206465	TRUE
205	1:1.52e+08	1	1.52e+08	0.954310929265641	0.982496922079566	0.934929046591548	0.0104737724834101	0.00488568368193695	0.00278420003517716	-1.81091485652425	0.297372327520656	0.154094806321274	0.505395743206465	TRUE
205	1:1.55e+08	1	1.55e+08	0.954310929265641	0.982496922079566	0.934929046591548	0.0104737724834101	0.00488568368193695	0.00278420003517716	-1.81091485652425	0.297372327520656	0.154094806321274	0.505395743206465	TRUE
205	1:150500000	1	150500000	0.954310929265641	0.982496922079566	0.934929046591548	0.0104737724834101	0.00488568368193695	0.00278420003517716	-1.81091485652425	0.297372327520656	0.154094806321274	0.505395743206465	TRUE
205	1:151500000	1	151500000	0.954310929265641	0.982496922079566	0.934929046591548	0.0104737724834101	0.00488568368193695	0.00278420003517716	-1.81091485652425	0.297372327520656	0.154094806321274	0.505395743206465	TRUE
205	1:154500000	1	154500000	0.954310929265641	0.982496922079566	0.934929046591548	0.0104737724834101	0.00488568368193695	0.00278420003517716	-1.81091485652425	0.297372327520656	0.154094806321274	0.505395743206465	TRUE
205	1:161500000	1	161500000	0.954310929265641	0.982496922079566	0.934929046591548	0.0104737724834101	0.00488568368193695	0.00278420003517716	-1.81091485652425	0.297372327520656	0.154094806321274	0.505395743206465	TRUE
205	1:155500000	1	155500000	0.954310929265641	0.982496922079566	0.934929046591548	0.0104737724834101	0.00488568368193695	0.00278420003517716	-1.81091485652425	0.297372327520656	0.154094806321274	0.505395743206465	TRUE
205	1:1.59e+08	1	1.59e+08	0.954310929265641	0.982496922079566	0.934929046591548	0.0104737724834101	0.00488568368193695	0.00278420003517716	-1.81091485652425	0.297372327520656	0.154094806321274	0.505395743206465	TRUE
205	1:1.6e+08	1	1.6e+08	0.954310929265641	0.982496922079566	0.934929046591548	0.0104737724834101	0.00488568368193695	0.00278420003517716	-1.81091485652425	0.297372327520656	0.154094806321274	0.505395743206465	TRUE
205	1:156500000	1	156500000	0.954310929265641	0.982496922079566	0.934929046591548	0.0104737724834101	0.00488568368193695	0.00278420003517716	-1.81091485652425	0.297372327520656	0.154094806321274	0.505395743206465	TRUE
205	1:1.5e+08	1	1.5e+08	0.954310929265641	0.982496922079566	0.934929046591548	0.0104737724834101	0.00488568368193695	0.00278420003517716	-1.81091485652425	0.297372327520656	0.154094806321274	0.505395743206465	TRUE
