NW_018735214.1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NW_018735214.1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NW_018735214.1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NW_018735214.1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NW_018735214.1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NW_018735214.1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NW_018735214.1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NW_018735214.1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NW_018735214.1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NW_018735214.1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NW_018735214.1	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NW_018735214.1	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NW_018735214.1	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NW_018735214.1	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NW_018735214.1	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NW_018735214.1	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NW_018735214.1	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NW_018735214.1	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NW_018735214.1	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NW_018735214.1	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NW_018735214.1	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NW_018735214.1	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NW_018735214.1	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NW_018735214.1	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NW_018735214.1	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NW_018735214.1	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NW_018735214.1	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NW_018735214.1	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NW_018735214.1	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NW_018735214.1	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NW_018735214.1	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NW_018735214.1	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NW_018735214.1	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NW_018735214.1	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NW_018735214.1	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NW_018735214.1	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NW_018735214.1	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NW_018735214.1	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NW_018735214.1	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NW_018735214.1	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NW_018735214.1	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NW_018735214.1	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NW_018735214.1	43	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NW_018735214.1	44	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NW_018735214.1	45	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NW_018735214.1	46	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
