country	chrom	start	end	r2samp
Senegal	1	0	99999	0.002604449400678277
Senegal	1	100000	199999	0.0032429187558591366
Senegal	1	200000	299999	0.002784809796139598
Senegal	1	300000	399999	0.0029471376910805702
Senegal	1	400000	499999	0.0030708492267876863
Senegal	1	500000	599999	0.0033016283996403217
Senegal	1	600000	699999	0.003672488732263446
Senegal	1	700000	799999	0.0029946763534098864
Senegal	1	800000	899999	0.003240793477743864
Senegal	1	900000	999999	0.0039568399079144
Senegal	1	1000000	1099999	0.003311828593723476
Senegal	1	1100000	1199999	0.0032697611022740602
Senegal	1	1200000	1299999	0.0047349524684250355
Senegal	1	1300000	1399999	0.0032894739415496588
Senegal	1	1400000	1499999	0.00398891931399703
Senegal	1	1500000	1599999	0.0037414974067360163
Senegal	1	1600000	1699999	0.0033256253227591515
Senegal	1	1700000	1799999	0.0029946763534098864
Senegal	1	1800000	1899999	0.0030349711887538433
Senegal	1	1900000	1999999	0.0032791034318506718
Senegal	1	2000000	2099999	0.0035236079711467028
Senegal	1	2100000	2199999	0.0035472786985337734
Senegal	1	2200000	2299999	0.0032894739415496588
Senegal	1	2300000	2399999	0.0029487181454896927
Senegal	1	2400000	2499999	0.0028941419441252947
Senegal	1	2500000	2599999	0.0035297400318086147
Senegal	1	2600000	2699999	0.0032894739415496588
Senegal	1	2700000	2799999	0.0032508999574929476
Senegal	1	2800000	2899999	0.0037400737637653947
Senegal	1	2900000	2999999	0.0032791034318506718
Senegal	1	3000000	3099999	0.004270349163562059
Senegal	1	3100000	3199999	0.003568151965737343
Senegal	1	3200000	3299999	0.003238540841266513
Senegal	1	3300000	3399999	0.0032894739415496588
Senegal	1	3400000	3499999	0.0031084702350199223
Senegal	1	3500000	3599999	0.0038785464130342007
Senegal	1	3600000	3699999	0.003363983007147908
Senegal	1	3700000	3799999	0.0037414964754134417
Senegal	1	3800000	3899999	0.003708373289555311
Senegal	1	3900000	3999999	0.0030708492267876863
Senegal	1	4000000	4099999	0.0034781363792717457
Senegal	1	4100000	4199999	0.003285344922915101
Senegal	1	4200000	4299999	0.0032508999574929476
Senegal	1	4300000	4399999	0.003097488544881344
Senegal	1	4400000	4499999	0.0036573184188455343
Senegal	1	4500000	4599999	0.0038785464130342007
Senegal	1	4600000	4699999	0.0034666669089347124
Senegal	1	4700000	4799999	0.003358507063239813
Senegal	1	4800000	4899999	0.0032508999574929476
Senegal	1	4900000	4999999	0.003174009849317372
Senegal	1	5000000	5099999	0.0038404460065066814
Senegal	1	5100000	5199999	0.0029946763534098864
Senegal	1	5200000	5299999	0.003358507063239813
Senegal	1	5300000	5399999	0.0034049416426569223
Senegal	1	5400000	5499999	0.0032628329936414957
Senegal	1	5500000	5599999	0.003802733263000846
Senegal	1	5600000	5699999	0.0035236079711467028
Senegal	1	5700000	5799999	0.0026503007393330336
Senegal	1	5800000	5899999	0.0031214794144034386
Senegal	1	5900000	5999999	0.003601944772526622
Senegal	1	6000000	6099999	0.0032714090775698423
Senegal	1	6100000	6199999	0.0029843896627426147
Senegal	1	6200000	6299999	0.0030708492267876863
Senegal	1	6300000	6399999	0.0026529107708483934
Senegal	1	6400000	6499999	0.0035472786985337734
Senegal	1	6500000	6599999	0.0034666669089347124
Senegal	1	6600000	6699999	0.0027238677721470594
Senegal	1	6700000	6799999	0.0037414964754134417
Senegal	1	6800000	6899999	0.0030708492267876863
Senegal	1	6900000	6999999	0.0032508999574929476
Senegal	1	7000000	7099999	0.0038785464130342007
Senegal	1	7100000	7199999	0.0035516954958438873
Senegal	1	7200000	7299999	0.0038118924712762237
Senegal	1	7300000	7399999	0.0037905933568254113
Senegal	1	7400000	7499999	0.0033309978898614645
Senegal	1	7500000	7599999	0.003363983007147908
Senegal	1	7600000	7699999	0.0030708492267876863
Senegal	1	7700000	7799999	0.0036897582467645407
Senegal	1	7800000	7899999	0.0035472786985337734
Senegal	1	7900000	7999999	0.0031608976423740387
Senegal	1	8000000	8099999	0.003450279589742422
Senegal	1	8100000	8199999	0.0037210427690297365
Senegal	1	8200000	8299999	0.00398891931399703
Senegal	1	8300000	8399999	0.003363983007147908
Senegal	1	8400000	8499999	0.003363983007147908
Senegal	1	8500000	8599999	0.0032791034318506718
Senegal	1	8600000	8699999	0.0035236079711467028
Senegal	1	8700000	8799999	0.0034804721362888813
Senegal	1	8800000	8899999	0.0032894739415496588
Senegal	1	8900000	8999999	0.003994648344814777
Senegal	1	9000000	9099999	0.002914064796641469
Senegal	1	9100000	9199999	0.0032508999574929476
Senegal	1	9200000	9299999	0.003586000297218561
Senegal	1	9300000	9399999	0.0038686562329530716
Senegal	1	9400000	9499999	0.0030708492267876863
Senegal	1	9500000	9599999	0.0030496809631586075
Senegal	1	9600000	9699999	0.0031381372828036547
Senegal	1	9700000	9799999	0.0031982273794710636
Senegal	1	9800000	9899999	0.002903600689023733
Senegal	1	9900000	9999999	0.0033502663718536496
Senegal	1	10000000	10099999	0.003452317090705037
Senegal	1	10100000	10199999	0.003358507063239813
Senegal	1	10200000	10299999	0.0031983653316274285
Senegal	1	10300000	10399999	0.0032894739415496588
Senegal	1	10400000	10499999	0.0033420349936932325
Senegal	1	10500000	10599999	0.0032580720726400614
Senegal	1	10600000	10699999	0.0034726050216704607
Senegal	1	10700000	10799999	0.0035794044379144907
Senegal	1	10800000	10899999	0.0030708492267876863
Senegal	1	10900000	10999999	0.0031381372828036547
Senegal	1	11000000	11099999	0.0029946763534098864
Senegal	1	11100000	11199999	0.0030666696839034557
Senegal	1	11200000	11299999	0.0031936257146298885
Senegal	1	11300000	11399999	0.003358507063239813
Senegal	1	11400000	11499999	0.0036982661113142967
Senegal	1	11500000	11599999	0.0038785464130342007
Senegal	1	11600000	11699999	0.003741671913303435
Senegal	1	11700000	11799999	0.00398891931399703
Senegal	1	11800000	11899999	0.003968889359384775
Senegal	1	11900000	11999999	0.0032894739415496588
Senegal	1	12000000	12099999	0.0032894739415496588
Senegal	1	12100000	12199999	0.004023855086416006
Senegal	1	12200000	12299999	0.0036856133956462145
Senegal	1	12300000	12399999	0.003541332669556141
Senegal	1	12400000	12499999	0.0029946763534098864
Senegal	1	12500000	12599999	0.0029946763534098864
Senegal	1	12600000	12699999	0.0031168831046670675
Senegal	1	12700000	12799999	0.0036486489698290825
Senegal	1	12800000	12899999	0.0037431372329592705
Senegal	1	12900000	12999999	0.003747676033526659
Senegal	1	13000000	13099999	0.0032894739415496588
Senegal	1	13100000	13199999	0.0032894739415496588
Senegal	1	13200000	13299999	0.0035293279215693474
Senegal	1	13300000	13399999	0.0030264421366155148
Senegal	1	13400000	13499999	0.003672491991892457
Senegal	1	13500000	13599999	0.003859348129481077
Senegal	1	13600000	13699999	0.0037210427690297365
Senegal	1	13700000	13799999	0.0035400085616856813
Senegal	1	13800000	13899999	0.0037339713890105486
Senegal	1	13900000	13999999	0.003196022124029696
Senegal	1	14000000	14099999	0.002975742216221988
Senegal	1	14100000	14199999	0.003128249431028962
Senegal	1	14200000	14299999	0.0034561126958578825
Senegal	1	14300000	14399999	0.0035935251507908106
Senegal	1	14400000	14499999	0.0034726050216704607
Senegal	1	14500000	14599999	0.0038297974970191717
Senegal	1	14600000	14699999	0.003849128377623856
Senegal	1	14700000	14799999	0.004127493593841791
Senegal	1	14800000	14899999	0.004041437059640884
Senegal	1	14900000	14999999	0.0036586038768291473
Senegal	1	15000000	15099999	0.0035236079711467028
Senegal	1	15100000	15199999	0.004071506671607494
Senegal	1	15200000	15299999	0.003336393740028143
Senegal	1	15300000	15399999	0.003193589858710766
Senegal	1	15400000	15499999	0.0034726050216704607
Senegal	1	15500000	15599999	0.0037743858993053436
Senegal	1	15600000	15699999	0.0036029216134920716
Senegal	1	15700000	15799999	0.00349065032787621
Senegal	1	15800000	15899999	0.003803082974627614
Senegal	1	15900000	15999999	0.0037414964754134417
Senegal	1	16000000	16099999	0.004047695081681013
Senegal	1	16100000	16199999	0.004742729943245649
Senegal	1	16200000	16299999	0.005114356987178326
Senegal	1	16300000	16399999	0.00536963390186429
Senegal	1	16400000	16499999	0.004616457503288984
Senegal	1	16500000	16599999	0.0036150694359093904
Senegal	1	16600000	16699999	0.0037459488958120346
Senegal	1	16700000	16799999	0.00352360843680799
Senegal	1	16800000	16899999	0.003586000297218561
Senegal	1	16900000	16999999	0.003222989267669618
Senegal	1	17000000	17099999	0.0028371585067361593
Senegal	1	17100000	17199999	0.003680040128529072
Senegal	1	17200000	17299999	0.0032290912931784987
Senegal	1	17300000	17399999	0.0031030334066599607
Senegal	1	17400000	17499999	0.0033562853932380676
Senegal	1	17500000	17599999	0.0030814316123723984
Senegal	1	17600000	17699999	0.005543131846934557
Senegal	1	17700000	17799999	0.004034065175801516
Senegal	1	17800000	17899999	0.0031206414569169283
Senegal	1	17900000	17999999	0.004324840381741524
Senegal	1	18000000	18099999	0.004675704054534435
Senegal	1	18100000	18199999	0.002625000197440386
Senegal	1	18200000	18299999	0.0027575455605983734
Senegal	1	18300000	18399999	0.0032429187558591366
Senegal	1	18400000	18499999	0.002914064796641469
Senegal	1	18500000	18599999	0.003046551253646612
Senegal	1	18600000	18699999	0.0030325943371281028
Senegal	1	18700000	18799999	0.0027528998907655478
Senegal	1	18800000	18899999	0.0030719126807525754
Senegal	1	18900000	18999999	0.003363983007147908
Senegal	1	19000000	19099999	0.0032894739415496588
Senegal	1	19100000	19199999	0.0030958254355937243
Senegal	1	19200000	19299999	0.0030708492267876863
Senegal	1	19300000	19399999	0.0030708492267876863
Senegal	1	19400000	19499999	0.0027575455605983734
Senegal	1	19500000	19599999	0.0032894739415496588
Senegal	1	19600000	19699999	0.0032894739415496588
Senegal	1	19700000	19799999	0.0037414964754134417
Senegal	1	19800000	19899999	0.002633311552926898
Senegal	1	19900000	19999999	0.0032285130582749844
Senegal	1	20000000	20099999	0.002945187035948038
Senegal	1	20100000	20199999	0.002633311552926898
Senegal	1	20200000	20299999	0.0028896864969283342
Senegal	1	20300000	20399999	0.002680762205272913
Senegal	1	20400000	20499999	0.002625000197440386
Senegal	1	20500000	20599999	0.0029946763534098864
Senegal	1	20600000	20699999	0.002914064796641469
Senegal	1	20700000	20799999	0.0024287565611302853
Senegal	1	20800000	20899999	0.0032894739415496588
Senegal	1	20900000	20999999	0.0032225577160716057
Senegal	1	21000000	21099999	0.003363983007147908
Senegal	1	21100000	21199999	0.0026503961998969316
Senegal	1	21200000	21299999	0.0035472786985337734
Senegal	1	21300000	21399999	0.0027043514419347048
Senegal	1	21400000	21499999	0.002536509418860078
Senegal	1	21500000	21599999	0.0027665747329592705
Senegal	1	21600000	21699999	0.003240793477743864
Senegal	1	21700000	21799999	0.0029040053486824036
Senegal	1	21800000	21899999	0.0032141113188117743
Senegal	1	21900000	21999999	0.0029592025093734264
Senegal	1	22000000	22099999	0.002784809796139598
Senegal	1	22100000	22199999	0.0032380528282374144
Senegal	1	22200000	22299999	0.0032791034318506718
Senegal	1	22300000	22399999	0.003650371450930834
Senegal	1	22400000	22499999	0.0031548163387924433
Senegal	1	22500000	22599999	0.003194662509486079
Senegal	1	22600000	22699999	0.002809756202623248
Senegal	1	22700000	22799999	0.0028774391394108534
Senegal	1	22800000	22899999	0.00352360843680799
Senegal	1	22900000	22999999	0.0036485021701082587
Senegal	1	23000000	23099999	0.003392039565369487
Senegal	1	23100000	23199999	0.003672488732263446
Senegal	1	23200000	23299999	0.0029946763534098864
