cluster	au	bp	meandist	lowdist	size	valid	d	mean_wss	mean_bss	prop_bss	angle	admixed	f3	f3se
167	0.974112028867104	0.553133539919916	0.494609784016281	TRUE	4500000	FALSE	0.19	1.69	7.565	0.837	0	NA	NA	NA
181	0.965941323368699	0.211024398840898	0.489567578755596	TRUE	5500000	TRUE	0.18	0.5	7.548	0.968	15	TRUE	-0.187024869512412	0.0251557662069561
184	0.95926704761048	0.188316268725807	0.554272680935109	TRUE	2500000	TRUE	0.03	0.15	3.511	0.952	-10	FALSE	0.0181750921620466	0.00290590135746609
189	0.992414918076484	0.511260659253063	0.417924339752251	TRUE	3500000	TRUE	0.04	0.4	4.284	0.951	-5	TRUE	-0.0508728287883034	0.0122992408551567
190	0.955764944732383	0.272553186250749	0.518087686930749	TRUE	2500000	FALSE	0.84	0.66	2.673	0.795	0	NA	NA	NA
195	0.969048323780412	0.318105765269176	0.456217689528552	TRUE	2500000	TRUE	0.18	0.21	2.387	0.952	25	TRUE	-0.031714430836272	0.00904055650770557
196	0.954518395148872	0.343379076043476	0.509514639819021	TRUE	3e+06	TRUE	0.04	0.4	4.312	0.951	-10	TRUE	-0.0325829893037564	0.00575238810542373
199	0.992012459320153	0.888540341354701	0.537555872125021	TRUE	2500000	FALSE	2	0.63	13.466	0.795	0	NA	NA	NA
225	0.989601491176733	0.428327391377306	0.487981864198381	TRUE	2500000	FALSE	1.42	1.07	3.443	0.803	0	NA	NA	NA
228	0.970993916380557	0.737959501985186	0.511787168531079	TRUE	2500000	FALSE	1.66	0.72	5.522	0.823	0	NA	NA	NA
234	0.981474279159965	0.131678429586394	0.536287336627849	TRUE	7500000	FALSE	0.24	1.75	10.611	0.849	0	NA	NA	NA
261	0.960218189440678	0.0631663333607187	0.651098566905535	TRUE	9e+06	FALSE	1.48	4.26	12.736	0.817	0	NA	NA	NA
265	0.971351294768541	0.181410617039286	0.511396121757722	TRUE	6e+06	TRUE	0.19	0.68	7.305	0.956	20	TRUE	-0.174805761559467	0.0236328163519852
268	0.966969814011592	0.639288401331583	0.508366636505764	TRUE	2500000	FALSE	0.87	0.29	8.22	0.851	0	NA	NA	NA
